Age,Dribbling / Reflexes,Passing / Kicking,Shooting / Handling,International reputation,Total mentality,Shot power,Total power,Ball control,Finishing,Log Market Value
28,82,80,76,2,376,80,373,84,75,16.860032995687696
25,73,63,46,1,309,62,304,73,41,14.978661367769956
28,73,71,63,2,334,76,359,76,54,15.687312734865866
25,66,55,65,1,268,74,350,64,61,13.681979165339751
27,67,66,42,2,309,58,343,69,34,15.60727002719233
28,69,64,67,1,273,70,351,72,69,14.151982794585487
28,75,71,67,1,261,66,285,74,67,14.946912669455374
28,70,62,77,1,350,78,361,78,81,16.489659207390805
35,78,75,72,3,137,56,234,40,14,13.623138665316818
35,76,74,74,3,359,80,340,78,71,13.997832114758229
34,69,69,72,3,377,75,392,80,73,14.77102200299171
35,81,81,76,3,321,81,313,85,75,15.955576721460545
33,69,68,70,2,321,76,380,69,70,13.997832114758229
36,56,63,60,3,318,72,347,62,56,13.527828485512494
39,70,71,70,2,99,53,231,28,14,12.254862809699606
38,70,72,51,2,330,55,284,77,45,13.527828485512494
32,78,76,77,3,313,80,340,81,76,15.341566861459324
36,62,63,49,3,320,67,338,72,42,14.077874822431765
33,79,69,76,2,314,79,348,80,80,16.012735135300492
35,79,77,71,2,340,69,277,80,70,15.27412558066379
33,64,73,49,4,321,76,326,70,34,15.096444403426338
31,75,64,66,2,289,73,315,73,66,14.28551418721001
32,72,76,55,3,364,68,353,76,46,16.41820024340866
34,69,68,64,3,333,80,396,72,55,14.77102200299171
31,49,49,29,1,264,43,281,57,26,14.077874822431765
31,74,73,64,2,366,68,366,78,61,16.11809565095832
33,78,79,78,3,374,78,372,80,76,16.012735135300492
31,77,76,74,2,340,76,333,78,73,15.363073066680286
33,81,77,82,4,368,94,424,77,79,16.38045991542581
29,77,73,60,2,363,72,368,76,53,15.687312734865866
35,81,78,77,2,147,59,247,24,11,14.457364444136669
32,68,62,67,1,291,68,350,68,67,13.458835614025542
34,70,67,47,1,310,63,344,72,35,13.9108207377686
32,72,62,76,1,352,75,365,73,79,15.341566861459324
37,65,55,67,1,273,66,375,64,68,12.154779351142624
33,66,68,70,1,127,51,217,21,18,12.89921982609012
31,58,54,34,1,265,48,288,63,32,14.28551418721001
28,78,72,78,3,335,82,366,78,75,16.012735135300492
30,70,78,73,2,375,89,414,79,62,16.489659207390805
32,73,68,65,2,344,82,376,74,60,16.06680235657077
30,75,71,81,2,332,88,400,74,80,16.64872390202049
34,67,64,48,2,310,50,300,65,44,13.458835614025542
30,53,58,50,2,296,68,289,54,44,14.077874822431765
28,69,64,64,1,278,65,341,70,67,13.815510557964274
31,81,80,66,2,353,72,342,80,62,16.489659207390805
31,62,55,49,3,345,50,315,68,55,16.860032995687696
30,88,81,74,3,352,69,323,90,75,17.19990082131005
29,56,53,48,2,266,75,356,60,34,14.077874822431765
34,73,74,75,1,348,72,360,77,78,15.404745763080856
31,55,57,41,1,256,68,368,55,21,13.458835614025542
28,79,70,73,2,275,82,319,77,72,15.830413578506539
30,75,69,54,1,325,62,317,78,49,15.068273526459642
30,76,71,75,2,337,75,378,77,75,15.830413578506539
31,86,71,78,2,143,53,262,21,18,16.588099280204055
30,70,65,72,2,323,79,348,73,68,14.403297222866392
29,73,74,73,2,357,76,363,77,72,14.914122846632385
30,82,83,82,3,357,82,362,85,82,17.19990082131005
27,72,66,71,1,295,73,345,68,71,14.508657738524219
29,72,71,62,2,332,69,371,73,60,15.404745763080856
44,75,69,73,4,150,52,233,28,15,13.997832114758229
34,66,69,77,2,357,83,350,75,75,13.9108207377686
34,84,83,72,3,319,74,314,90,69,15.226497531674536
34,80,80,80,3,320,82,345,88,83,15.830413578506539
31,67,58,78,2,293,90,316,74,76,14.22097566607244
38,73,65,81,3,351,82,383,80,82,15.424948470398375
34,83,75,78,3,133,29,224,30,12,16.38045991542581
33,68,67,70,2,360,81,376,71,60,14.077874822431765
36,77,74,71,3,361,82,378,81,66,15.424948470398375
35,80,79,75,4,330,81,326,81,70,15.27412558066379
33,49,48,33,3,271,56,311,56,26,15.830413578506539
36,78,74,80,3,339,82,365,78,81,15.38412647587812
30,71,68,73,1,309,77,370,73,70,14.403297222866392
34,77,77,71,2,299,71,316,79,71,14.557447902693651
37,71,73,78,3,335,90,352,75,73,13.592367006650065
35,76,68,74,2,156,51,252,22,14,13.071070083016778
35,68,71,61,4,366,62,328,80,65,15.89495209964411
31,74,77,71,1,297,69,271,75,71,14.77102200299171
35,76,69,74,2,315,78,351,76,73,13.764217263576723
32,74,74,74,3,377,80,394,76,71,16.213405830762646
39,82,80,71,4,323,73,282,85,70,14.77102200299171
35,48,47,40,2,245,52,265,57,40,12.345834587905333
35,76,79,69,3,355,75,341,79,66,15.250595083253597
36,73,70,71,2,137,53,241,28,12,12.429216196844383
37,81,74,79,3,141,56,224,27,13,14.457364444136669
33,81,79,71,2,330,70,324,78,72,15.687312734865866
37,79,68,81,2,153,51,230,22,13,14.457364444136669
34,66,66,52,1,322,61,328,67,44,13.652991628466498
30,59,57,45,2,299,60,295,60,40,13.422467969854667
33,76,79,75,2,363,82,381,78,73,15.830413578506539
17,62,53,49,1,240,58,242,66,48,13.217673557208654
18,61,61,48,1,279,49,274,68,46,14.151982794585487
21,66,54,60,1,218,67,265,65,63,13.422467969854667
18,65,62,59,1,304,62,323,67,59,13.560618308335483
18,67,54,55,1,235,55,271,66,58,13.9108207377686
18,63,61,36,1,273,52,282,68,31,13.9108207377686
18,40,41,32,1,213,48,216,40,27,13.071070083016778
16,57,59,47,1,263,60,264,59,42,13.304684934198283
20,54,50,61,1,255,69,326,54,63,13.493926933836812
30,58,62,45,1,277,60,295,64,36,14.22097566607244
16,55,44,40,1,216,53,243,52,38,11.918390573078392
17,65,61,50,1,271,48,246,63,52,13.764217263576723
18,67,54,63,1,250,65,299,72,65,13.9108207377686
18,60,61,48,1,284,54,277,63,48,14.077874822431765
18,67,63,56,1,269,64,261,68,56,14.346138809026444
17,54,49,34,1,219,32,234,59,36,13.071070083016778
18,38,36,27,1,203,38,257,44,24,12.89921982609012
19,66,59,59,1,240,63,285,63,60,14.346138809026444
20,60,51,30,1,249,40,273,65,25,14.648419680899378
17,65,59,44,1,295,50,235,66,42,13.764217263576723
17,52,46,36,1,239,45,222,48,31,11.918390573078392
18,63,58,41,1,274,55,282,61,35,14.28551418721001
18,64,53,34,1,229,39,228,63,33,13.592367006650065
19,63,62,45,1,293,60,323,64,39,14.557447902693651
17,59,54,36,1,250,33,240,57,34,13.527828485512494
19,62,61,46,1,280,56,302,65,40,13.764217263576723
18,52,48,34,1,224,49,262,58,30,14.151982794585487
17,50,35,30,1,216,25,215,40,30,12.429216196844383
16,51,40,53,1,203,51,289,49,55,12.429216196844383
16,60,56,57,1,247,65,316,60,55,13.304684934198283
20,60,59,57,1,250,60,276,61,58,13.122363377404328
20,69,62,63,1,249,66,295,67,62,14.557447902693651
20,76,66,70,1,283,70,338,74,68,15.60727002719233
21,65,66,63,1,327,70,336,65,60,14.914122846632385
17,73,59,51,1,256,58,257,69,47,13.623138665316818
20,66,67,59,1,322,70,354,70,55,14.880221294956703
21,66,60,53,1,282,58,313,67,50,14.077874822431765
19,59,59,49,1,276,58,304,62,44,13.17115354157376
16,61,53,53,1,225,54,256,64,58,13.217673557208654
22,67,55,56,1,273,66,281,67,56,14.457364444136669
24,64,57,60,1,257,68,277,64,60,13.17115354157376
22,55,39,60,1,209,60,297,54,68,12.524526376648708
18,69,63,70,1,275,74,352,64,69,14.880221294956703
22,75,62,65,1,265,66,297,75,67,14.946912669455374
16,35,40,23,1,170,32,224,38,19,12.691580461311874
19,53,51,32,1,254,30,234,58,30,13.710150042306449
18,56,49,27,1,244,23,214,54,28,13.122363377404328
19,64,63,60,1,303,80,341,65,54,14.648419680899378
19,69,67,60,1,304,69,335,68,56,14.77102200299171
21,62,49,69,1,228,67,358,62,70,14.978661367769956
19,63,57,63,1,252,64,286,60,64,13.764217263576723
17,60,53,55,1,252,56,245,58,57,13.217673557208654
18,55,51,35,1,273,35,244,53,33,13.122363377404328
19,49,43,30,1,226,47,277,51,25,14.457364444136669
17,58,56,44,1,263,57,282,61,40,13.764217263576723
19,60,47,60,1,242,64,301,61,62,13.560618308335483
16,52,45,49,1,82,34,164,13,6,11.407564949312402
19,68,66,56,1,295,58,294,69,52,13.790192749979985
17,45,49,55,1,84,37,185,16,5,11.695247021764184
17,68,51,55,1,237,56,261,66,58,13.9108207377686
18,57,54,47,1,255,62,304,60,37,13.17115354157376
20,52,39,40,1,232,65,313,60,21,12.959844447906553
18,74,69,59,1,323,61,311,74,60,15.009433026436708
20,53,49,38,1,283,55,299,54,30,14.880221294956703
17,64,53,40,1,252,39,260,64,41,13.764217263576723
17,56,56,43,1,251,56,277,51,41,13.527828485512494
17,62,51,57,1,211,64,249,62,60,13.217673557208654
18,73,66,56,1,313,55,311,73,59,15.123843377614453
20,51,53,34,1,251,48,279,50,20,13.17115354157376
20,59,56,35,1,262,43,292,57,32,14.880221294956703
21,60,49,65,1,274,69,347,62,67,13.790192749979985
17,52,44,49,1,246,45,273,49,54,12.206072645530174
19,51,38,55,1,232,58,297,54,60,12.765688433465597
19,61,57,46,1,274,60,299,63,40,13.815510557964274
21,63,58,62,1,87,44,174,15,7,13.815510557964274
21,69,67,62,1,302,71,323,67,55,14.557447902693651
19,70,62,61,1,262,68,265,69,63,14.603967918328545
19,67,53,56,1,232,59,246,64,57,13.345506928718539
23,67,58,74,1,296,77,368,72,79,14.978661367769956
21,62,62,64,1,84,47,185,11,8,13.9108207377686
20,66,57,60,1,75,43,172,13,8,13.737549016494562
21,42,37,33,1,227,54,284,50,26,13.997832114758229
17,46,40,27,1,200,43,252,53,24,13.17115354157376
20,71,59,59,1,245,63,284,71,62,14.77102200299171
18,66,55,55,1,282,73,286,62,53,13.9108207377686
19,70,57,33,1,240,36,260,67,32,13.815510557964274
19,56,54,40,1,251,60,261,60,35,13.122363377404328
19,50,52,35,1,249,36,238,42,30,13.304684934198283
20,63,56,47,1,229,46,259,60,48,13.217673557208654
24,36,33,24,1,179,38,274,38,18,12.154779351142624
23,70,68,69,1,335,71,356,74,69,14.73180128983843
22,69,62,61,1,271,64,296,68,61,14.077874822431765
19,66,71,47,1,321,55,290,69,40,14.73180128983843
18,48,45,40,1,217,68,344,56,22,14.151982794585487
19,58,57,46,1,274,57,301,60,39,13.217673557208654
20,52,49,33,1,242,48,282,55,28,13.790192749979985
19,61,53,62,1,265,66,332,61,63,14.28551418721001
19,60,62,44,1,270,54,278,62,37,13.592367006650065
21,63,57,46,1,275,60,285,66,40,13.493926933836812
18,65,53,64,1,239,70,273,63,65,13.997832114758229
22,55,54,35,1,245,44,277,62,34,14.403297222866392
20,40,39,28,1,206,44,272,42,22,14.28551418721001
20,60,50,59,1,244,62,305,59,61,13.122363377404328
19,69,58,60,1,259,71,272,67,59,14.22097566607244
22,62,61,60,1,302,68,335,66,55,14.28551418721001
17,39,36,26,1,198,34,245,39,23,12.611537753638338
18,33,30,28,1,210,30,269,42,27,14.457364444136669
19,70,62,66,1,271,62,305,69,71,15.009433026436708
20,62,56,67,1,307,72,354,64,65,14.28551418721001
19,66,59,59,1,258,61,309,64,58,14.151982794585487
18,50,41,44,1,180,45,233,46,44,11.608235644774552
19,65,57,63,1,266,58,312,64,68,14.508657738524219
21,73,71,61,1,330,79,371,74,51,15.687312734865866
21,58,46,32,1,220,44,304,57,28,14.73180128983843
18,64,50,66,1,244,69,335,66,67,14.508657738524219
17,56,48,21,1,207,33,263,58,15,13.17115354157376
27,59,49,75,1,275,77,359,69,77,14.508657738524219
20,60,57,52,1,275,51,286,63,55,14.403297222866392
18,50,53,36,1,267,42,285,52,35,14.457364444136669
17,52,52,41,1,257,51,283,52,35,13.304684934198283
18,64,51,64,1,227,63,302,64,69,14.22097566607244
20,72,65,60,1,258,66,326,71,52,15.150511624696614
20,71,74,65,1,317,77,351,75,58,14.880221294956703
19,66,59,57,1,300,61,295,67,57,13.790192749979985
21,67,58,31,1,284,28,259,67,28,14.508657738524219
21,68,59,67,1,238,71,328,67,65,14.28551418721001
19,49,44,35,1,244,52,281,53,32,14.151982794585487
19,64,46,62,1,230,64,300,65,67,14.22097566607244
19,68,66,52,1,284,57,278,68,52,14.508657738524219
20,58,54,42,1,274,48,324,53,40,14.880221294956703
18,66,57,64,1,233,68,314,63,62,14.151982794585487
19,66,62,58,1,295,67,344,64,55,14.808762330974558
18,59,61,44,1,283,52,274,57,42,13.345506928718539
19,72,57,58,1,241,62,251,71,64,14.690979295318174
22,72,64,66,1,262,74,344,71,64,14.978661367769956
19,66,55,64,1,242,69,300,66,65,13.9108207377686
20,54,51,33,1,253,50,299,58,27,14.73180128983843
21,73,61,60,1,244,65,319,71,59,14.946912669455374
23,62,58,55,1,299,67,359,64,50,15.89495209964411
20,51,42,31,1,230,36,246,50,29,13.217673557208654
19,64,58,58,1,270,62,272,64,63,13.560618308335483
19,61,53,62,1,242,64,284,57,65,13.560618308335483
20,70,67,62,1,112,50,227,14,8,14.557447902693651
20,49,49,26,1,223,35,275,52,22,14.22097566607244
18,55,54,55,1,86,41,194,14,7,12.388394202324129
22,45,43,30,1,233,47,269,46,24,14.077874822431765
19,67,58,67,1,266,72,323,69,69,14.508657738524219
17,59,60,58,1,102,45,191,20,6,12.89921982609012
21,67,57,55,1,296,67,352,60,56,14.77102200299171
28,49,44,36,1,255,50,301,53,34,14.22097566607244
19,61,53,31,1,241,53,295,63,24,14.457364444136669
19,69,67,66,1,106,50,167,12,8,14.603967918328545
20,69,54,59,1,226,62,290,64,62,14.151982794585487
20,59,52,44,1,247,58,250,63,39,13.071070083016778
20,70,51,63,1,258,62,327,68,65,14.28551418721001
24,70,64,68,1,293,62,340,71,73,14.690979295318174
19,58,57,46,1,298,63,306,57,37,13.262125319779487
22,69,58,67,1,249,78,358,67,65,14.648419680899378
19,69,58,62,1,249,66,288,68,62,14.151982794585487
21,66,60,56,1,269,59,323,64,56,13.710150042306449
20,68,65,65,1,99,49,200,30,6,14.403297222866392
20,74,67,72,1,276,74,343,73,74,16.06680235657077
18,48,54,42,1,263,55,254,55,39,12.429216196844383
19,69,55,51,1,252,56,267,66,55,14.151982794585487
17,67,58,43,1,259,58,279,65,39,13.560618308335483
20,57,50,26,1,232,41,273,61,22,14.880221294956703
17,53,44,39,1,255,45,243,54,37,13.493926933836812
18,36,38,26,1,211,37,276,48,22,13.262125319779487
17,59,53,40,1,239,51,244,56,33,12.524526376648708
21,67,65,67,1,287,66,323,67,71,14.808762330974558
17,63,51,56,1,242,67,277,56,54,13.122363377404328
25,69,65,62,1,331,79,381,76,52,15.955576721460545
20,63,60,50,1,273,61,309,65,47,13.764217263576723
23,68,63,56,1,316,57,339,69,56,14.508657738524219
19,70,61,55,1,242,53,208,70,61,14.603967918328545
21,68,56,64,1,227,69,338,67,63,14.648419680899378
20,55,50,35,1,239,45,255,56,30,13.217673557208654
21,68,55,70,1,259,71,339,70,72,15.250595083253597
24,44,39,28,1,237,45,292,52,22,14.28551418721001
25,74,65,65,1,277,65,334,75,67,14.557447902693651
20,68,69,70,1,80,52,215,16,5,14.557447902693651
18,53,45,25,1,209,32,211,51,25,13.122363377404328
23,58,50,34,1,253,46,290,60,29,13.997832114758229
21,66,56,55,1,246,54,271,61,58,14.077874822431765
19,64,59,56,1,207,60,215,66,61,13.560618308335483
25,71,60,64,1,272,71,302,66,67,13.997832114758229
23,67,56,39,1,299,64,291,68,31,14.346138809026444
22,69,60,61,1,311,56,300,70,68,14.946912669455374
22,72,68,54,1,308,64,296,74,49,15.424948470398375
21,64,68,69,1,94,51,183,35,5,14.603967918328545
20,75,66,56,1,305,64,316,75,55,15.424948470398375
20,64,62,52,1,264,49,286,69,62,14.73180128983843
21,81,67,68,1,261,66,271,79,69,16.06680235657077
18,62,56,26,1,252,24,254,60,27,14.557447902693651
19,73,52,63,1,255,61,304,75,67,14.346138809026444
20,66,61,63,1,251,70,318,65,59,14.151982794585487
18,61,55,35,1,254,34,251,57,35,13.345506928718539
20,64,66,59,1,89,50,254,19,6,13.652991628466498
19,69,59,62,1,261,59,313,68,64,14.151982794585487
18,43,43,28,1,220,41,266,58,20,14.457364444136669
19,66,63,49,1,284,69,290,69,43,14.880221294956703
22,72,62,67,1,306,68,332,72,67,14.808762330974558
19,67,51,65,1,258,64,313,66,68,14.151982794585487
21,42,42,23,1,188,34,279,55,17,13.17115354157376
18,57,52,49,1,218,58,254,57,47,12.611537753638338
19,72,64,53,1,308,56,278,72,53,14.690979295318174
19,61,57,47,1,273,64,265,62,36,13.17115354157376
19,71,60,62,1,273,69,334,68,60,14.508657738524219
20,66,62,55,1,306,62,310,68,52,13.997832114758229
19,68,64,49,1,263,54,309,69,48,14.346138809026444
21,65,56,67,1,238,69,309,64,70,14.808762330974558
19,54,56,40,1,244,62,294,60,31,14.077874822431765
19,62,58,44,1,265,50,286,62,43,13.710150042306449
19,71,66,56,1,312,60,310,73,54,14.73180128983843
20,66,59,62,1,73,44,172,17,6,13.17115354157376
20,63,60,45,1,264,47,278,65,41,13.560618308335483
18,56,44,58,1,218,63,298,57,60,13.071070083016778
20,70,63,53,1,292,61,307,70,55,14.603967918328545
23,71,70,63,1,312,75,333,69,60,14.690979295318174
19,67,57,55,1,282,62,353,63,52,14.457364444136669
18,68,63,55,1,256,56,278,68,55,14.508657738524219
18,68,63,62,1,265,66,318,69,62,14.403297222866392
22,72,68,60,1,339,74,366,74,56,15.363073066680286
19,41,34,24,1,205,30,257,47,22,13.122363377404328
21,68,65,64,1,286,78,343,67,58,14.648419680899378
24,61,44,62,1,248,64,323,62,64,13.458835614025542
20,65,57,35,1,284,42,279,63,29,14.73180128983843
29,63,57,49,1,298,41,286,62,55,13.493926933836812
19,68,55,62,1,251,66,282,65,62,14.22097566607244
22,66,63,63,1,246,47,293,68,72,14.946912669455374
19,62,47,36,1,257,50,278,53,31,13.710150042306449
20,65,52,64,1,276,74,334,67,66,14.648419680899378
25,61,48,59,1,246,59,330,58,61,12.89921982609012
22,71,54,58,1,229,63,260,70,57,13.790192749979985
24,67,62,68,1,280,70,357,66,70,14.22097566607244
20,71,60,63,1,271,62,333,69,68,14.946912669455374
22,62,47,71,1,253,86,380,66,71,15.250595083253597
19,62,54,43,1,286,49,282,61,43,13.9108207377686
19,72,63,66,1,83,47,202,19,7,14.457364444136669
23,63,67,55,1,259,45,254,62,60,14.28551418721001
24,43,42,31,1,230,46,282,58,29,14.403297222866392
26,41,38,27,1,218,32,246,62,24,12.89921982609012
25,70,67,59,1,269,64,305,69,59,14.346138809026444
22,67,66,62,1,293,65,327,67,60,14.648419680899378
22,64,54,40,1,285,48,284,62,35,14.603967918328545
24,77,74,72,1,333,78,356,78,69,15.955576721460545
22,66,55,57,1,234,63,309,69,60,14.603967918328545
21,49,51,22,1,242,32,261,71,18,15.27412558066379
22,74,68,64,1,282,60,292,73,68,15.520258650202699
20,57,62,56,1,98,47,180,16,7,12.765688433465597
21,68,53,62,1,261,60,308,65,66,14.077874822431765
21,68,64,38,1,278,44,284,69,35,14.690979295318174
21,58,49,47,1,229,50,288,52,49,12.691580461311874
19,69,56,62,1,242,68,318,66,62,14.508657738524219
19,49,53,37,1,261,41,270,50,34,13.217673557208654
20,47,44,32,1,219,40,290,48,31,13.422467969854667
20,58,55,38,1,236,43,268,61,36,13.997832114758229
18,63,58,50,1,260,55,276,62,54,13.9108207377686
19,65,58,57,1,271,46,256,68,61,14.508657738524219
21,47,40,22,1,229,35,260,60,17,14.22097566607244
21,72,57,47,1,284,46,292,71,48,14.808762330974558
20,60,51,57,1,245,57,320,62,60,13.217673557208654
19,51,41,48,1,210,45,239,49,53,12.043553716032399
20,57,48,34,1,240,57,316,59,26,14.22097566607244
21,56,57,41,1,250,57,282,60,33,12.691580461311874
21,66,55,60,1,215,63,272,64,60,14.403297222866392
21,62,55,36,1,255,52,295,69,30,15.009433026436708
24,68,64,66,1,264,65,295,69,68,14.457364444136669
20,73,70,67,1,252,69,280,73,69,15.27412558066379
23,78,70,66,1,263,72,308,72,64,15.38412647587812
19,63,61,43,1,274,55,279,65,37,14.28551418721001
21,75,69,68,1,305,70,342,74,68,15.761420707019587
22,74,65,70,1,105,49,217,18,6,15.096444403426338
21,64,61,62,1,244,67,317,61,61,13.9108207377686
19,71,64,54,1,251,60,243,70,53,14.346138809026444
20,56,50,42,1,248,57,292,59,39,14.808762330974558
22,61,57,55,1,291,62,285,62,54,13.122363377404328
20,67,63,65,1,266,68,335,70,66,14.73180128983843
23,58,54,35,1,237,59,341,57,23,13.815510557964274
21,74,63,63,1,265,70,307,74,60,14.845129975145433
30,70,63,77,1,313,77,407,70,80,16.166885815127753
23,70,62,60,1,262,73,319,64,55,14.28551418721001
21,67,59,66,1,259,66,310,66,68,14.557447902693651
22,77,67,69,1,311,74,336,76,69,16.25785759333348
22,70,60,54,1,236,54,292,67,63,14.457364444136669
21,73,62,67,1,310,67,279,71,68,15.096444403426338
21,70,57,67,1,291,75,370,67,66,14.808762330974558
22,71,63,55,1,313,59,292,72,60,14.946912669455374
20,70,57,60,1,249,73,300,69,55,13.764217263576723
21,58,46,57,1,237,63,295,59,57,13.017002861746503
22,61,57,47,1,275,63,299,67,41,13.997832114758229
21,76,73,61,1,269,67,281,74,60,15.520258650202699
22,69,65,54,1,312,59,306,68,53,15.068273526459642
22,73,69,67,1,307,72,327,74,64,15.096444403426338
21,69,64,64,1,302,68,328,67,63,14.648419680899378
28,68,64,56,1,321,64,334,67,54,14.346138809026444
30,66,63,57,1,285,62,238,63,54,13.071070083016778
20,68,66,63,1,284,74,317,67,57,14.557447902693651
23,64,52,71,1,266,71,362,65,76,14.690979295318174
19,47,49,31,1,246,44,256,47,23,12.691580461311874
20,64,56,61,1,249,59,323,66,64,14.28551418721001
20,72,64,68,1,277,73,320,73,68,14.73180128983843
24,75,73,65,1,350,75,380,77,58,16.25785759333348
22,68,64,49,1,276,50,315,67,50,14.690979295318174
21,59,51,36,1,252,42,286,56,32,13.345506928718539
21,64,60,47,1,261,46,273,60,47,13.815510557964274
22,69,58,41,1,273,45,274,74,36,15.03928598958639
21,67,59,72,1,276,74,361,70,72,15.150511624696614
18,64,54,55,1,232,60,305,61,56,13.17115354157376
20,71,55,72,1,277,72,303,75,73,14.946912669455374
18,69,64,58,1,261,64,263,71,64,14.346138809026444
19,65,62,45,1,198,50,260,57,45,13.262125319779487
21,77,69,61,1,260,50,273,75,68,15.520258650202699
22,66,59,52,1,294,60,334,68,52,14.28551418721001
22,64,58,52,1,291,48,312,66,57,13.764217263576723
20,67,65,55,1,305,65,317,64,51,14.557447902693651
21,70,61,63,1,253,59,277,68,62,14.648419680899378
22,67,60,52,1,291,64,298,65,49,13.422467969854667
24,70,61,72,1,286,73,361,68,74,14.73180128983843
22,71,58,65,1,303,72,309,73,65,14.978661367769956
21,60,53,41,1,256,63,331,65,38,15.89495209964411
26,75,68,70,1,307,73,366,73,70,14.77102200299171
25,67,58,67,1,284,67,350,68,68,14.457364444136669
22,51,48,36,1,251,67,307,61,24,14.648419680899378
23,50,48,34,1,255,66,324,61,22,14.880221294956703
23,62,49,57,1,257,64,340,58,57,13.071070083016778
19,64,56,67,1,293,68,360,62,70,14.880221294956703
19,66,60,51,1,277,58,283,65,49,13.815510557964274
24,78,76,60,1,328,64,323,78,56,15.830413578506539
24,73,67,49,1,310,63,316,73,46,15.761420707019587
22,71,66,65,1,326,70,341,75,66,15.009433026436708
21,58,56,40,1,260,57,275,62,30,13.071070083016778
21,66,55,59,1,241,60,302,63,59,13.790192749979985
22,74,64,63,1,270,68,313,72,59,15.520258650202699
24,68,64,67,1,309,73,367,67,66,14.403297222866392
20,73,65,48,1,309,63,311,68,39,14.880221294956703
29,58,56,56,1,276,70,330,62,48,12.691580461311874
18,39,48,33,1,219,42,260,53,29,12.100712129872347
25,71,57,69,1,293,69,363,73,73,14.914122846632385
21,71,63,64,1,81,47,170,18,8,14.508657738524219
23,64,58,60,1,279,63,340,63,59,13.304684934198283
25,69,65,56,1,313,65,352,66,56,14.77102200299171
24,53,53,32,1,273,50,290,59,27,15.520258650202699
26,70,62,52,1,308,65,311,69,48,15.424948470398375
23,76,72,67,1,311,65,292,76,70,15.687312734865866
27,68,64,67,1,320,71,353,67,65,14.508657738524219
23,74,58,66,1,299,67,323,65,70,14.914122846632385
21,70,62,63,1,327,70,336,68,61,14.557447902693651
24,70,68,56,1,314,65,315,75,54,15.03928598958639
25,58,50,36,1,239,62,335,59,23,14.648419680899378
18,66,59,55,1,276,55,283,64,57,13.737549016494562
27,67,60,31,1,273,45,270,65,26,13.710150042306449
21,69,63,65,1,118,47,174,19,10,14.648419680899378
21,75,68,65,1,322,71,356,70,62,15.03928598958639
23,71,63,56,1,307,65,330,70,53,14.845129975145433
22,65,64,57,1,290,64,325,66,54,13.737549016494562
26,66,51,69,1,299,73,371,69,70,14.457364444136669
21,75,63,61,1,278,60,300,74,60,14.808762330974558
22,62,52,35,1,253,39,292,65,37,15.068273526459642
25,78,76,72,1,354,79,342,78,68,15.687312734865866
21,68,69,62,1,93,52,239,19,6,14.22097566607244
21,60,53,60,1,227,62,270,60,60,12.691580461311874
21,65,63,55,1,250,65,282,67,53,13.304684934198283
20,67,63,59,1,277,63,301,67,60,14.346138809026444
22,61,58,48,1,269,58,318,63,45,13.592367006650065
24,62,56,59,1,322,51,350,65,64,14.077874822431765
19,66,58,62,1,259,68,319,64,61,13.9108207377686
21,53,45,30,1,244,36,261,66,25,14.648419680899378
21,71,68,64,1,269,71,331,70,63,14.648419680899378
20,55,53,48,1,270,58,329,57,43,13.217673557208654
22,75,69,71,1,293,74,371,72,74,15.955576721460545
22,72,50,54,1,216,52,266,67,60,14.457364444136669
21,76,58,75,1,267,74,334,78,79,16.06680235657077
22,69,64,54,1,315,69,341,71,47,15.03928598958639
21,62,62,56,1,89,47,173,18,8,12.89921982609012
27,64,55,46,1,244,54,292,59,42,13.790192749979985
21,66,58,49,1,264,60,290,66,45,14.508657738524219
22,65,64,50,1,309,58,342,66,45,14.914122846632385
30,50,38,45,1,220,70,345,65,42,13.9108207377686
23,63,51,63,1,237,64,327,63,65,13.737549016494562
26,73,69,72,1,268,76,326,72,72,15.424948470398375
22,59,59,59,1,51,44,155,14,5,12.691580461311874
22,68,65,65,1,312,70,317,67,62,13.815510557964274
19,51,50,44,1,241,58,314,57,38,13.017002861746503
23,65,65,65,1,312,74,360,66,63,13.9108207377686
23,65,61,61,1,256,57,276,65,62,13.710150042306449
23,63,53,64,1,243,67,349,65,66,14.557447902693651
26,81,66,72,1,265,71,360,78,77,15.687312734865866
22,60,64,50,1,284,70,344,69,44,15.201804919084164
22,70,59,61,1,277,66,327,67,59,14.457364444136669
22,64,62,47,1,275,50,249,66,43,13.071070083016778
24,70,63,67,1,128,47,163,29,15,14.346138809026444
23,67,61,62,1,86,46,191,12,7,14.151982794585487
22,64,55,46,1,238,42,240,62,49,13.122363377404328
24,76,72,57,1,327,63,307,82,54,15.068273526459642
31,69,68,60,1,312,65,345,72,57,13.9108207377686
21,69,68,56,1,313,65,324,70,52,14.808762330974558
22,68,66,50,1,308,59,318,70,44,15.201804919084164
20,63,56,63,1,240,64,324,63,63,13.9108207377686
21,38,38,32,1,229,45,302,42,26,13.9108207377686
23,69,60,48,1,278,80,333,69,32,14.648419680899378
25,75,73,72,1,344,74,318,76,71,15.201804919084164
21,68,64,56,1,305,68,318,69,52,14.690979295318174
22,71,63,49,1,311,55,303,71,48,14.457364444136669
22,71,63,33,1,290,48,279,69,25,15.319587954740548
23,57,48,38,1,246,42,299,57,38,15.687312734865866
20,49,42,24,1,221,36,255,54,19,14.648419680899378
23,65,51,67,1,248,70,326,64,68,14.077874822431765
